Id,Hazard,T1_V1,T1_V2,T1_V3,T1_V4,T1_V5,T1_V6,T1_V7,T1_V8,T1_V9,T1_V10,T1_V11,T1_V12,T1_V13,T1_V14,T1_V15,T1_V16,T1_V17,T2_V1,T2_V2,T2_V3,T2_V4,T2_V5,T2_V6,T2_V7,T2_V8,T2_V9,T2_V10,T2_V11,T2_V12,T2_V13,T2_V14,T2_V15
49248,0,4,19,6,W,H,N,B,B,E,7,H,B,10,3,A,K,N,73,8,N,13,B,2,40,1,2,4,Y,N,E,2,1
49249,1,6,13,2,B,A,N,B,B,D,3,B,B,15,1,A,I,N,37,8,Y,14,A,2,28,2,20,2,Y,N,C,2,10
49255,1,2,15,1,N,A,N,B,B,D,8,B,B,5,2,N,B,Y,90,22,N,16,A,2,37,1,1,3,Y,Y,E,2,2
49257,1,2,7,4,N,B,N,B,B,D,8,B,B,20,3,A,B,N,47,12,Y,13,A,2,37,1,22,2,Y,N,E,2,5
49258,0,2,19,3,C,A,N,B,B,D,12,B,B,15,1,A,D,N,58,13,Y,9,C,2,31,1,25,4,Y,N,E,2,1
49261,1,13,20,7,N,K,Y,D,B,E,12,H,B,10,1,A,N,N,100,15,N,22,A,1,31,1,13,7,Y,N,C,1,10
49262,1,3,19,4,N,K,N,B,B,E,2,H,B,15,1,A,N,N,51,8,Y,15,A,2,22,1,1,5,N,N,A,2,1
49263,1,9,13,6,N,K,Y,B,B,E,12,H,B,10,2,A,K,N,92,20,N,14,A,2,37,1,15,1,Y,N,C,2,11
49264,1,11,18,6,N,H,N,B,B,E,8,H,B,5,1,A,Q,N,42,13,N,5,B,2,34,1,18,5,N,N,A,4,1
49265,1,18,11,1,N,A,N,B,B,D,8,B,B,10,2,A,I,N,50,7,N,16,A,2,37,1,21,6,Y,N,E,1,8
49266,1,6,19,5,B,J,Y,B,B,E,8,J,B,20,3,A,M,N,60,12,Y,17,A,2,31,1,22,7,Y,N,E,2,5
49268,1,7,14,5,B,I,N,B,B,E,3,J,B,15,1,A,K,Y,94,7,N,19,A,2,34,1,17,3,Y,Y,E,2,5
49271,1,18,11,7,B,H,Y,B,B,E,3,J,B,15,3,C,M,N,38,15,N,13,B,1,25,1,2,3,Y,N,D,2,1
49272,1,7,7,5,B,A,N,D,B,B,12,B,B,10,1,A,B,Y,82,9,N,8,C,2,25,1,15,6,Y,Y,E,2,1
49273,0,6,7,5,B,A,N,B,B,D,12,L,B,20,1,A,B,N,69,10,Y,5,A,1,40,1,21,3,N,N,A,1,3
49274,1,6,17,1,B,A,N,B,B,D,12,B,B,10,1,A,I,Y,57,9,N,4,A,2,40,1,1,2,Y,Y,E,2,1
49275,0,19,24,8,N,C,Y,B,B,D,7,L,B,20,1,W,I,N,63,10,N,8,C,2,40,1,13,1,Y,N,C,2,1
49276,1,14,17,5,N,C,N,B,B,D,8,B,B,20,1,A,B,N,12,13,N,5,C,2,25,1,16,5,Y,N,E,5,1
49277,0,14,11,2,N,K,Y,B,B,E,8,H,B,15,1,H,K,N,63,13,N,13,A,3,40,1,16,4,N,N,A,3,8
49279,0,10,7,5,G,C,N,B,C,D,3,L,B,10,1,A,I,N,92,15,Y,8,A,2,31,1,3,2,Y,N,E,5,5
49280,1,9,6,1,N,H,Y,B,B,E,12,J,B,10,1,A,R,N,13,16,N,4,B,2,40,1,14,3,N,N,A,6,1
49284,1,11,18,4,N,H,N,B,B,D,8,B,B,15,1,A,A,N,52,15,N,5,A,2,34,1,21,4,N,N,A,4,2
49286,0,9,19,7,W,I,N,B,B,E,8,H,B,15,1,A,K,N,69,12,Y,13,A,1,31,1,1,5,Y,N,E,1,6
49288,1,5,1,1,C,A,N,B,B,B,7,B,B,15,1,N,B,N,39,9,N,8,A,2,40,1,8,5,Y,N,E,2,1
49290,1,2,19,5,W,B,Y,B,B,D,12,L,B,10,1,A,I,N,96,10,N,15,A,2,22,1,17,5,Y,N,E,2,6
49295,1,17,6,4,B,K,N,B,B,E,8,H,B,20,2,A,N,N,39,6,N,15,A,2,37,1,19,7,N,N,E,2,5
49296,1,3,14,2,N,K,Y,B,B,E,8,H,B,20,1,A,L,N,67,18,N,9,A,2,31,1,22,3,Y,N,E,2,3
49299,1,5,2,1,N,A,N,B,B,D,12,A,B,10,3,A,B,N,100,12,N,14,A,1,40,1,1,6,Y,N,E,1,10
49302,1,1,18,4,N,H,Y,B,B,E,7,H,A,15,1,A,R,N,31,17,N,4,B,2,40,1,21,7,N,N,E,4,1
49304,0,3,8,5,N,A,N,B,B,D,3,B,B,10,3,A,B,N,61,12,N,4,B,2,37,1,11,7,N,N,A,2,1
49311,0,5,3,2,B,A,Y,B,B,B,12,B,B,10,2,A,B,Y,57,10,N,10,C,2,40,1,12,7,Y,Y,E,2,1
49312,1,3,17,4,B,I,Y,B,B,E,3,H,B,10,1,A,K,N,15,14,Y,8,A,2,37,1,1,7,Y,N,E,2,1
49315,1,12,17,5,N,H,N,B,B,B,7,L,B,10,1,A,A,N,36,21,N,7,B,2,25,1,5,4,N,N,A,2,1
49320,1,7,6,2,B,A,N,B,B,D,3,B,B,10,2,A,I,N,24,9,N,14,A,2,22,1,14,7,Y,N,E,2,4
49321,0,19,19,1,N,C,Y,B,B,D,12,B,B,20,3,A,E,N,98,15,N,15,A,3,25,1,20,1,Y,N,C,3,10
49323,1,13,14,5,B,C,Y,B,B,D,12,A,A,20,1,A,A,N,46,13,Y,5,B,2,28,1,17,7,Y,N,E,2,1
49324,0,15,13,5,N,K,N,B,B,E,8,J,B,10,1,A,R,N,29,10,Y,3,A,3,37,2,15,7,N,N,A,3,3
49325,1,16,3,2,W,I,Y,B,C,E,12,J,B,10,1,C,K,N,48,11,N,16,A,1,22,1,16,7,Y,N,B,1,2
49326,1,16,7,1,N,K,N,B,B,E,3,H,B,20,2,A,L,Y,91,10,Y,7,A,2,37,1,16,3,Y,N,E,2,3
49328,1,1,18,5,C,K,Y,B,B,E,8,H,A,20,3,A,J,N,40,15,Y,12,A,2,22,1,21,2,Y,N,D,4,4
49329,1,6,19,2,B,A,N,B,B,D,8,E,B,15,3,A,E,Y,49,9,N,6,A,2,40,1,15,5,Y,Y,E,2,3
49330,1,5,14,2,B,A,N,B,B,D,8,B,B,20,1,A,B,N,64,8,Y,12,A,1,31,1,16,5,Y,N,E,1,1
49331,1,1,18,3,C,K,N,B,B,E,8,H,A,10,1,A,R,N,22,17,N,14,A,2,40,1,21,5,N,N,A,1,3
49332,1,6,15,2,B,A,N,B,B,D,12,B,B,10,3,A,B,N,30,9,N,2,A,2,31,1,21,3,Y,N,E,2,1
49333,0,5,5,4,N,A,N,B,B,D,8,B,B,15,1,A,B,Y,92,9,N,6,C,2,40,1,14,1,Y,Y,E,2,1
49336,0,7,16,3,B,K,Y,B,B,E,8,H,B,20,1,A,K,Y,77,6,N,15,A,4,28,1,8,3,Y,Y,E,4,7
49337,0,5,4,3,C,A,N,B,B,D,7,D,B,20,3,N,B,Y,58,9,N,5,C,2,25,1,12,4,Y,Y,C,2,1
49338,1,10,5,4,N,H,N,B,B,D,3,L,B,15,1,A,I,N,46,13,Y,14,C,1,37,1,18,7,Y,N,D,1,1
49340,0,16,18,4,N,B,N,D,B,D,7,B,B,15,3,A,E,N,31,9,Y,16,A,2,25,1,20,4,N,N,E,2,10
49342,0,6,17,2,B,I,Y,B,B,E,8,J,B,10,3,A,R,N,97,5,N,12,A,2,28,1,19,7,Y,N,E,2,1
49346,0,12,21,5,B,I,N,B,B,F,8,H,B,20,1,H,K,N,60,18,N,5,A,4,34,1,19,1,Y,N,E,4,5
49347,0,15,15,2,E,K,Y,D,B,F,12,H,B,10,3,A,R,Y,66,14,N,7,A,2,34,1,13,5,Y,Y,E,4,4
49348,1,15,17,5,N,C,N,B,B,D,12,B,B,10,1,A,B,N,76,16,N,6,A,2,31,1,3,4,Y,N,D,2,4
49349,1,1,20,1,C,B,Y,B,B,B,3,B,B,15,1,A,B,N,24,14,N,9,B,2,40,1,21,6,N,N,E,2,6
49351,1,5,7,5,S,A,N,B,B,B,8,B,B,10,3,A,I,N,20,7,N,12,A,2,22,1,17,6,Y,N,E,3,2
49352,1,4,14,3,E,A,Y,B,B,D,8,B,B,10,2,C,I,N,49,11,Y,8,A,2,40,1,17,5,Y,N,E,2,1
49354,1,16,12,1,N,A,Y,D,B,D,12,B,B,10,1,A,I,Y,86,13,N,14,C,2,37,1,20,2,Y,Y,E,2,1
49358,0,15,16,1,E,H,N,B,B,D,7,B,B,20,1,C,E,N,45,16,Y,2,B,1,37,1,19,7,Y,N,D,1,1
49360,0,18,11,7,W,A,N,D,D,D,8,B,B,15,1,A,I,N,66,6,Y,6,B,2,37,1,15,4,Y,N,E,2,1
49361,0,5,6,4,S,A,N,B,B,D,3,B,B,20,3,A,B,Y,60,7,N,9,C,2,31,1,16,3,Y,Y,E,2,1
49363,1,4,19,4,N,K,Y,B,B,E,3,J,B,10,3,A,K,N,99,8,N,15,C,1,40,1,23,6,Y,N,C,1,1
49365,1,16,7,3,N,A,N,B,B,D,8,B,B,10,2,A,H,N,52,8,N,11,A,2,37,1,1,7,Y,N,C,2,3
49367,1,19,4,2,W,I,N,B,B,F,3,I,B,20,1,C,R,N,57,9,N,3,A,1,25,1,16,3,N,N,A,1,3
49368,1,19,6,4,W,K,Y,B,B,E,3,H,B,20,1,A,K,Y,56,11,Y,6,C,2,40,1,20,6,Y,Y,C,2,1
49369,1,14,10,7,N,H,N,B,B,E,12,H,B,20,2,A,R,N,70,7,N,5,B,2,25,1,20,6,N,N,A,2,1
49370,1,6,14,4,B,K,Y,D,A,E,3,H,B,10,1,A,N,N,42,7,Y,12,A,2,22,1,18,7,Y,N,E,2,1
49376,1,5,20,2,B,I,Y,B,B,E,3,H,B,10,1,A,N,N,55,16,Y,4,A,2,25,1,8,6,Y,N,E,2,1
49378,1,5,18,4,W,H,Y,B,B,E,3,H,B,15,3,A,N,N,45,9,N,16,B,2,40,1,18,3,N,N,A,3,1
49383,1,11,23,4,N,K,Y,B,B,E,3,J,B,15,3,A,R,N,26,8,Y,6,A,3,40,3,19,3,Y,N,E,3,3
49385,1,5,18,1,S,H,Y,B,B,E,7,J,B,10,1,A,R,N,93,8,Y,9,B,2,37,1,19,3,Y,N,E,2,1
49386,1,15,3,1,N,H,Y,B,B,D,8,B,B,5,1,A,H,N,49,12,Y,5,A,2,31,1,1,4,Y,N,D,5,3
49387,1,15,17,2,N,C,N,B,C,D,12,B,B,10,1,A,E,N,20,13,N,7,A,2,37,1,17,4,N,N,A,6,2
49388,1,17,9,6,N,K,N,B,B,E,3,I,B,20,3,A,K,N,67,8,N,16,A,1,31,1,3,7,N,N,E,1,1
49389,1,2,18,1,C,A,N,B,B,D,3,B,C,15,1,A,B,N,45,10,N,5,B,2,31,1,22,4,Y,N,E,2,5
49390,1,7,18,3,W,I,N,B,B,E,3,J,B,20,3,A,K,N,63,9,Y,4,A,2,25,1,25,6,N,N,A,3,1
49391,1,7,8,5,N,B,Y,B,B,D,2,A,B,20,1,A,H,N,83,10,N,8,A,3,31,1,23,1,Y,N,C,4,9
49394,1,13,8,1,N,H,N,B,C,B,8,L,B,15,1,A,F,N,88,38,Y,16,A,3,40,2,15,6,Y,N,E,3,9
49395,0,18,6,4,N,H,Y,B,B,E,7,H,B,10,3,A,R,N,30,8,Y,9,B,3,28,1,16,6,Y,N,C,5,1
49396,1,9,1,1,N,H,N,B,B,E,8,H,B,20,1,A,R,N,30,13,N,3,B,2,37,1,19,4,N,N,A,3,1
49397,1,11,18,3,N,K,N,B,B,E,12,J,B,10,1,A,K,Y,73,16,N,8,C,1,28,1,13,4,Y,Y,E,1,6
49398,0,10,17,2,N,H,Y,B,B,D,2,L,B,15,3,A,I,N,20,17,N,6,B,2,37,1,4,7,Y,N,C,2,1
49400,0,19,17,2,B,H,N,B,B,E,3,J,B,15,1,A,K,N,73,10,N,11,B,1,22,1,1,4,N,N,A,1,1
49401,1,11,18,6,N,C,N,B,B,D,3,B,B,20,1,A,A,N,54,14,Y,9,A,2,22,1,21,4,Y,N,C,2,3
49402,0,18,1,1,N,H,N,B,B,E,8,J,B,15,1,A,K,N,34,9,N,11,B,2,37,1,5,2,N,N,B,2,1
49403,1,19,3,2,W,K,Y,B,B,E,3,H,D,15,1,A,K,N,44,16,N,10,C,2,37,1,18,5,Y,N,E,3,1
49405,0,3,15,2,C,B,N,B,B,D,3,L,B,15,1,A,I,N,41,8,N,22,A,2,22,1,2,7,Y,N,E,2,12
49407,0,8,17,3,C,C,N,B,B,D,3,A,B,20,1,A,E,N,67,16,Y,17,A,5,37,1,21,1,Y,N,E,5,1
49410,0,2,12,8,C,K,N,B,B,F,7,J,B,10,1,N,R,Y,71,15,N,11,C,3,31,1,10,3,Y,Y,E,3,1
49411,1,16,5,4,C,K,Y,B,B,E,8,H,B,20,3,A,K,N,22,13,N,18,A,2,28,1,23,6,N,N,A,2,4
49412,1,15,18,5,B,I,Y,B,B,E,2,H,B,15,1,A,R,N,63,20,N,6,A,2,22,1,8,7,Y,N,E,4,5
49413,0,13,20,5,W,C,N,B,B,D,7,L,B,10,1,A,I,N,48,15,N,3,B,2,40,1,15,1,N,N,A,3,1
49414,1,18,5,2,N,C,Y,B,B,D,7,B,B,15,1,A,I,N,57,10,N,7,B,2,28,1,12,7,Y,N,E,2,1
49416,1,12,23,4,W,I,N,B,B,E,7,J,B,15,2,A,J,Y,71,16,N,13,A,2,25,1,20,6,Y,Y,C,3,1
49420,1,5,2,2,C,K,N,B,B,E,3,H,B,10,3,D,R,N,92,6,N,19,A,2,25,1,13,3,Y,N,E,4,9
49423,0,8,14,5,N,C,Y,D,B,B,8,B,B,10,1,A,B,N,41,12,N,12,A,2,22,1,24,6,Y,N,E,3,5
49424,0,6,1,1,B,A,Y,B,B,D,2,B,B,20,1,A,A,N,39,6,N,14,A,2,22,1,1,5,Y,N,E,2,1
49426,0,18,7,5,W,A,N,B,B,B,12,B,B,5,3,A,B,N,24,9,Y,10,D,2,40,1,5,4,N,N,E,2,4
49428,0,12,7,1,N,H,N,B,B,E,8,J,B,10,1,A,K,N,36,13,N,3,B,2,34,1,9,1,N,N,A,2,1
49431,1,12,12,2,N,K,N,B,B,E,8,H,B,10,1,A,K,N,53,10,N,12,A,4,25,1,24,4,Y,N,E,6,9
49432,0,2,15,1,N,A,Y,B,B,D,12,E,B,15,1,A,H,N,52,14,N,16,D,2,25,1,23,2,Y,N,E,2,12
49434,1,15,18,6,N,K,Y,B,B,E,8,J,D,20,1,A,R,N,95,10,N,22,A,1,40,1,16,2,Y,N,D,1,4
49435,1,6,18,6,E,K,N,B,B,E,3,H,B,10,3,A,J,N,65,9,N,12,A,2,37,1,25,4,Y,N,E,2,5
49438,1,10,23,3,N,H,Y,B,B,E,8,H,B,10,1,A,J,N,60,19,N,12,B,2,40,1,3,3,N,N,A,4,1
49441,0,18,14,6,N,B,N,B,B,B,2,B,B,20,3,A,E,Y,43,11,Y,12,A,2,34,1,20,1,N,N,A,2,2
49444,0,8,18,3,B,K,N,B,B,E,12,K,B,5,1,A,R,N,99,13,N,13,A,2,37,1,24,3,Y,N,C,2,8
49445,1,16,16,3,N,K,Y,B,B,E,12,H,B,10,3,A,K,N,30,8,N,9,A,2,37,1,18,3,Y,N,C,3,2
49446,1,5,7,2,B,A,N,B,B,D,12,B,C,5,1,A,B,Y,50,8,N,4,A,2,25,1,23,7,Y,Y,E,2,1
49447,1,9,14,3,N,H,Y,B,B,E,8,H,B,20,1,A,K,N,37,10,N,3,B,3,40,1,6,4,N,N,A,4,1
49449,0,8,16,4,B,I,Y,D,B,E,12,J,B,20,1,A,K,N,79,10,N,21,A,2,34,1,1,6,Y,N,D,2,2
49451,1,6,8,5,S,A,N,B,B,D,8,B,B,10,2,A,B,N,68,5,Y,8,A,2,40,1,21,6,N,N,A,6,4
49456,0,5,15,2,B,A,N,B,B,D,7,B,B,15,3,A,B,Y,63,7,Y,7,A,2,37,1,8,7,Y,Y,E,2,1
49458,1,19,6,4,B,A,N,D,C,D,8,B,B,20,1,A,A,N,57,10,Y,3,A,1,22,1,1,3,N,N,A,1,3
49459,1,7,8,6,B,A,N,B,B,D,8,L,B,15,3,A,I,N,92,8,N,15,B,1,40,1,5,7,Y,N,E,1,1
49462,1,7,17,1,B,A,Y,B,B,D,12,B,B,15,1,A,B,N,64,7,N,4,B,2,31,1,6,4,Y,N,C,3,1
49464,0,8,2,1,N,K,Y,D,B,E,3,H,B,20,1,A,J,N,64,10,Y,12,C,2,28,1,24,7,Y,N,E,2,1
49466,1,14,4,3,N,C,Y,B,B,D,8,L,D,10,1,A,I,N,94,20,Y,14,A,2,28,1,6,7,Y,N,D,2,3
49471,1,4,13,3,N,A,N,B,B,D,8,B,B,20,1,A,B,N,94,6,N,19,A,2,34,1,19,5,Y,N,C,2,10
49474,1,15,17,4,B,C,Y,B,B,D,3,B,B,10,2,A,B,N,48,15,Y,12,A,2,31,1,21,2,Y,N,D,2,2
49476,1,3,18,4,S,K,Y,B,B,E,3,H,C,15,0,H,R,N,54,11,N,4,A,1,31,1,16,7,N,N,A,1,1
49480,1,7,16,3,B,A,N,B,B,D,7,B,B,15,1,A,E,N,76,9,N,10,A,3,34,1,21,4,Y,N,E,3,2
49482,0,7,5,3,N,A,Y,B,B,D,8,B,B,20,3,A,B,Y,63,6,Y,7,A,2,25,1,7,5,Y,Y,E,4,4
49483,1,12,2,1,N,C,N,B,B,D,3,L,B,5,1,A,B,N,46,13,N,4,B,2,34,1,10,3,Y,N,C,2,1
49484,1,9,19,4,N,H,N,B,B,D,3,B,B,20,1,A,D,N,85,11,N,17,A,2,25,1,15,6,Y,N,C,2,12
49485,1,12,7,2,B,I,Y,B,B,E,8,H,B,15,1,A,R,N,28,12,Y,5,A,2,25,1,9,6,Y,N,E,2,1
49488,0,11,4,3,N,C,Y,B,B,B,3,L,B,15,2,A,F,N,19,19,N,5,A,2,40,1,21,4,N,N,A,5,1
49495,0,4,17,2,B,A,N,B,B,B,8,B,B,20,3,A,I,N,45,10,Y,7,B,2,28,1,17,7,Y,N,E,2,1
49497,1,6,16,5,B,I,N,B,B,E,12,J,B,10,3,A,K,N,84,9,N,18,A,2,40,1,19,7,Y,N,E,2,11
49498,1,10,23,6,N,C,N,B,B,D,3,L,C,10,2,A,I,N,50,12,N,11,C,3,40,1,17,5,Y,N,E,4,1
49500,1,12,15,2,W,C,N,B,B,D,12,L,B,15,1,A,A,N,40,11,N,14,A,2,34,1,10,4,Y,N,E,2,12
49501,0,12,19,4,N,B,Y,B,B,D,3,B,B,10,1,A,I,N,45,9,N,2,B,1,22,1,20,3,Y,N,C,1,1
49503,1,15,2,2,N,K,N,B,B,E,8,H,B,15,1,A,K,N,45,14,N,8,A,2,37,1,1,7,Y,N,D,4,2
49507,0,14,14,1,W,C,N,B,B,D,12,B,B,20,4,A,I,N,83,10,N,5,A,2,31,1,1,3,Y,N,E,2,1
49514,1,11,11,1,N,K,Y,B,B,G,3,H,B,20,2,A,N,N,48,23,N,5,A,2,31,1,1,3,N,N,A,4,2
49515,1,16,13,5,N,K,N,D,B,E,12,I,B,10,2,A,R,Y,37,7,Y,10,C,2,37,1,15,1,Y,Y,E,5,5
49517,0,15,17,2,N,K,N,B,B,E,12,H,B,10,1,A,R,Y,76,6,N,17,A,1,40,1,6,4,Y,Y,E,1,1
49518,1,3,6,4,B,C,Y,B,B,D,8,B,B,20,1,A,B,N,64,10,N,3,C,2,37,1,17,6,Y,N,C,2,1
49519,0,7,7,2,C,A,N,B,B,D,3,B,B,15,3,A,B,N,45,6,Y,19,A,2,37,1,17,1,Y,N,E,2,3
49521,1,6,1,1,B,I,Y,B,B,E,3,H,B,15,1,A,J,Y,80,8,N,18,A,2,28,1,19,6,Y,Y,E,2,1
49528,0,17,4,3,N,H,Y,B,B,E,3,J,B,10,3,A,K,N,90,7,N,3,B,1,37,1,11,3,Y,N,E,1,1
49530,1,5,1,1,S,A,N,D,B,D,12,B,B,10,2,A,I,Y,39,8,N,8,A,2,28,1,17,6,Y,Y,E,2,3
49533,1,8,24,4,N,C,N,B,B,D,3,B,B,15,3,A,I,N,38,12,N,10,A,2,40,1,23,3,Y,N,C,5,4
49534,1,18,4,3,N,K,Y,B,B,E,8,J,B,10,1,A,R,N,38,13,N,15,A,2,31,1,23,7,Y,N,E,2,3
49535,1,9,20,1,N,K,N,B,B,F,3,H,B,10,1,A,N,N,91,16,N,16,A,2,34,1,20,3,Y,N,C,2,9
49536,0,15,6,4,N,H,N,B,B,E,3,H,B,15,1,A,R,N,51,10,N,17,B,1,34,1,18,6,N,N,A,1,1
49537,0,12,14,2,W,C,Y,B,B,D,8,L,B,15,2,A,B,N,18,15,Y,6,B,2,31,1,8,5,Y,N,E,2,1
49538,0,15,21,2,H,C,N,B,B,D,8,B,B,15,3,A,I,N,25,8,N,4,A,2,37,1,6,2,Y,N,C,5,3
49542,1,4,16,3,B,A,N,B,B,D,7,B,B,10,3,A,E,N,48,8,Y,7,C,1,40,1,7,4,Y,N,C,1,1
49543,0,13,21,5,B,I,Y,B,B,E,3,H,B,10,1,A,R,N,71,8,Y,13,A,3,37,1,17,1,Y,N,E,7,8
49545,0,7,12,5,N,H,Y,B,B,F,12,H,A,10,1,A,K,N,62,7,N,16,B,1,40,1,25,5,N,N,A,2,5
49550,0,19,19,2,E,H,N,B,B,D,8,B,B,15,0,A,E,N,28,22,N,7,B,2,22,1,5,3,N,N,A,2,1
49552,1,8,10,4,N,C,N,B,B,D,12,B,B,15,1,A,B,N,28,11,N,1,B,3,31,1,18,5,N,N,A,3,1
49553,1,14,5,3,N,C,N,B,D,D,8,L,B,10,1,A,I,N,74,17,N,15,A,2,31,1,20,4,N,N,E,2,3
49558,0,10,3,2,N,K,Y,B,B,E,3,H,B,20,1,A,R,N,9,9,Y,14,A,1,31,1,3,2,N,N,A,1,9
49559,0,4,6,4,G,K,N,B,D,E,7,H,B,20,1,C,R,N,97,13,N,20,A,1,34,1,20,6,Y,N,C,1,4
49560,1,5,15,3,B,A,N,A,B,D,2,B,B,20,3,A,B,N,98,8,Y,1,A,2,31,1,11,3,Y,N,E,2,1
49561,1,13,7,3,E,C,Y,B,B,D,8,L,B,15,3,A,I,N,18,12,N,4,A,2,37,1,3,4,Y,N,D,2,4
49562,1,5,5,3,S,A,Y,B,B,B,12,L,B,10,1,H,E,N,32,11,N,11,A,1,40,1,1,4,Y,N,D,2,3
49564,0,3,12,2,N,H,Y,B,B,C,12,B,B,10,1,A,B,N,41,15,N,8,B,1,31,1,16,6,Y,N,E,1,1
49565,1,18,10,1,N,A,N,B,B,D,8,B,B,20,3,A,I,N,12,7,N,2,A,2,28,1,4,4,Y,N,E,2,1
49569,1,5,4,3,H,B,Y,B,B,D,3,B,B,10,2,A,I,N,51,9,N,13,A,1,31,1,5,2,Y,N,E,2,3
49572,1,17,17,5,B,B,N,D,B,D,3,B,B,20,1,A,I,N,51,8,N,17,A,2,28,1,22,7,Y,N,C,2,4
49576,1,11,24,2,N,H,Y,B,B,E,3,H,B,20,1,A,K,N,87,29,Y,6,B,2,40,1,15,3,N,N,A,2,1
49577,0,2,4,1,C,A,N,B,A,D,7,F,B,10,4,N,B,N,53,15,N,12,A,1,40,1,24,3,Y,N,E,5,10
49580,1,4,3,2,N,K,Y,B,B,E,8,H,B,20,2,A,K,N,59,7,N,16,A,1,34,1,3,2,Y,N,E,1,11
49581,1,19,24,3,N,K,N,D,B,E,3,J,A,20,3,A,K,Y,44,14,N,16,A,1,40,1,24,7,Y,Y,C,1,7
49582,0,7,6,1,B,A,Y,B,D,D,3,B,B,5,3,A,B,N,36,9,Y,9,B,2,40,1,1,5,Y,N,E,2,1
49583,1,16,12,4,N,A,N,B,B,D,2,B,B,15,3,A,H,N,40,7,N,8,A,1,37,1,13,5,Y,N,C,1,4
49584,1,8,15,2,N,K,N,B,A,F,12,H,B,20,1,A,J,N,43,14,Y,4,A,2,40,1,20,1,Y,N,E,2,6
49585,1,10,19,5,N,K,N,B,B,E,8,J,A,5,1,A,M,Y,72,11,Y,15,A,5,28,2,6,3,Y,Y,E,5,10
49586,1,9,19,2,S,K,N,B,B,E,3,I,B,10,1,A,K,Y,81,12,N,12,C,2,40,1,25,6,Y,Y,C,3,1
49587,0,12,21,1,C,K,N,B,B,F,12,M,B,15,1,H,R,Y,61,17,Y,10,A,2,28,1,1,3,Y,Y,C,2,5
49589,1,18,11,3,N,H,N,B,C,D,12,B,B,15,1,A,I,N,87,12,Y,9,A,2,40,1,20,4,Y,N,E,4,5
49590,1,19,12,1,G,K,N,B,C,E,12,H,B,10,1,A,K,N,70,12,N,12,A,4,28,1,16,6,N,N,A,4,9
49591,0,12,7,4,B,C,Y,B,B,D,12,B,B,20,1,A,I,Y,84,10,N,6,C,2,22,1,15,6,Y,Y,E,2,4
49593,1,16,13,3,B,K,N,B,B,E,12,H,B,10,1,A,K,Y,73,8,Y,10,A,1,28,1,18,4,Y,Y,E,1,5
49595,1,11,2,1,N,K,N,B,B,E,12,H,B,20,1,A,R,Y,43,18,N,7,A,2,40,1,17,7,Y,Y,E,2,2
49597,0,13,11,3,E,K,N,B,B,E,3,J,B,5,1,A,R,N,71,16,N,19,A,2,31,1,14,1,Y,N,E,2,12
49601,1,6,18,4,E,K,N,B,B,E,12,H,B,15,3,A,N,N,56,11,Y,11,A,2,22,1,3,7,N,N,E,3,3
49602,1,8,20,2,B,C,Y,B,B,D,3,B,B,20,3,A,I,N,99,14,Y,16,A,2,40,1,7,6,Y,N,C,2,11
49604,0,13,6,4,N,C,N,B,B,B,3,B,B,10,1,A,I,Y,59,15,Y,13,A,2,22,1,14,6,Y,Y,E,2,3
49605,0,6,19,1,B,A,N,B,B,D,8,L,B,10,1,A,A,N,90,10,N,14,A,2,37,1,20,5,N,N,B,3,7
49613,1,11,2,2,N,C,Y,B,B,D,8,L,D,10,3,A,B,N,49,22,N,6,A,1,34,1,17,3,Y,N,C,3,2
49615,1,19,23,4,W,C,Y,B,B,D,8,B,B,5,1,A,E,N,25,12,Y,13,A,4,28,1,17,3,Y,N,D,5,4
49616,1,4,10,2,N,A,Y,B,B,D,8,B,B,10,3,A,B,N,47,6,N,6,B,2,31,1,5,5,Y,N,E,2,1
49617,1,16,8,6,G,A,Y,B,A,D,2,B,B,20,2,C,A,N,33,16,Y,6,B,1,28,1,10,7,N,N,A,1,1
49622,1,2,14,4,C,A,N,B,B,B,2,B,D,15,1,A,B,N,59,23,N,19,C,2,40,1,25,6,Y,N,E,2,3
49627,0,12,19,2,B,K,N,B,B,E,12,J,B,15,3,D,K,N,30,10,N,7,A,3,34,1,6,6,Y,N,E,3,3
49628,1,10,20,4,N,C,Y,B,B,D,8,L,B,15,1,A,I,Y,73,13,N,5,A,2,31,1,6,5,Y,Y,E,2,4
49629,1,7,8,5,N,A,N,B,B,D,8,B,B,10,3,A,B,N,47,9,N,10,A,2,37,1,15,2,Y,N,E,4,6
49634,1,9,7,5,N,K,N,B,B,E,12,H,B,10,1,A,R,N,93,11,Y,8,A,2,34,1,7,5,Y,N,E,4,4
49635,1,9,10,2,E,H,N,B,B,D,7,B,B,10,1,A,B,N,93,16,Y,13,A,3,37,1,8,1,Y,N,A,3,7
49642,1,9,6,4,B,C,N,B,B,D,12,B,B,5,1,A,B,N,48,11,Y,8,A,3,37,1,1,7,N,N,A,6,1
49647,0,14,12,3,W,I,N,B,B,E,12,J,B,20,1,A,N,Y,87,12,Y,14,A,2,40,1,19,3,Y,Y,E,2,1
49648,0,14,19,5,C,C,Y,B,B,D,12,L,B,20,1,A,I,N,73,12,N,17,A,1,31,1,18,6,Y,N,E,1,2
